"id","code","local_code","name","continent","iso_country","wikipedia_link","keywords"
303301,"CA-NU","NU","Nunavut","NA","CA","https://en.wikipedia.org/wiki/Nunavut",
303302,"CA-ON","ON","Ontario","NA","CA","https://en.wikipedia.org/wiki/Ontario",
303303,"CA-PE","PE","Prince Edward Island","NA","CA","https://en.wikipedia.org/wiki/Prince_Edward_Island",
303304,"CA-QC","QC","Quebec","NA","CA","https://en.wikipedia.org/wiki/Quebec","Aéroports du Québec"
303305,"CA-SK","SK","Saskatchewan","NA","CA","https://en.wikipedia.org/wiki/Saskatchewan",
303306,"CA-U-A","U-A","(unassigned)","NA","CA",,
303307,"CA-YT","YT","Yukon","NA","CA","https://en.wikipedia.org/wiki/Yukon_Territory",
303308,"CC-U-A","U-A","(unassigned)","AS","CC",,
303309,"CD-BC","BC","Bas-Congo Province","AF","CD","https://en.wikipedia.org/wiki/Bas-Congo_Province",
303310,"CD-BN","BN","Bandundu Province","AF","CD","https://en.wikipedia.org/wiki/Bandundu_Province",
303311,"CD-EQ","EQ","Equateur Province","AF","CD","https://en.wikipedia.org/wiki/Equateur_Province",
303312,"CD-HC","HC","Haut-Congo Province","AF","CD","https://en.wikipedia.org/wiki/Haut-Congo_Province",
303313,"CD-KA","KA","Katanga Province","AF","CD","https://en.wikipedia.org/wiki/Katanga_Province",
303314,"CD-KE","KE","Kasai-Oriental Province","AF","CD","https://en.wikipedia.org/wiki/Kasai-Oriental_Province",
303315,"CD-KN","KN","Kinshasa Province","AF","CD","https://en.wikipedia.org/wiki/Kinshasa_Province",
303316,"CD-KW","KW","Kasai-Occidental Province","AF","CD","https://en.wikipedia.org/wiki/Kasai-Occidental_Province",
303317,"CD-MA","MA","Maniema Province","AF","CD","https://en.wikipedia.org/wiki/Maniema_Province",
303318,"CD-NK","NK","Nord-Kivu Province","AF","CD","https://en.wikipedia.org/wiki/Nord-Kivu_Province",
303319,"CD-OR","OR","Orientale Province","AF","CD","https://en.wikipedia.org/wiki/Orientale_Province",
303320,"CD-SK","SK","Sud-Kivu Province","AF","CD","https://en.wikipedia.org/wiki/Sud-Kivu_Province",
303321,"CD-U-A","U-A","(unassigned)","AF","CD",,
303322,"CF-AC","AC","Ouham","AF","CF","https://en.wikipedia.org/wiki/Ouham",
303323,"CF-BB","BB","Bamingui-Bangoran","AF","CF","https://en.wikipedia.org/wiki/Bamingui-Bangoran",
303324,"CF-BGF","BGF","Bangui","AF","CF","https://en.wikipedia.org/wiki/Bangui",
303325,"CF-BK","BK","Basse-Kotto","AF","CF","https://en.wikipedia.org/wiki/Basse-Kotto",
303326,"CF-HK","HK","Haute-Kotto","AF","CF","https://en.wikipedia.org/wiki/Haute-Kotto",
303327,"CF-HM","HM","Haut-Mbomou","AF","CF","https://en.wikipedia.org/wiki/Haut-Mbomou",
303328,"CF-HS","HS","Mambéré-Kadéï","AF","CF","https://en.wikipedia.org/wiki/Mamb%C3%A9r%C3%A9-Kad%C3%A9%C3%AF",
303329,"CF-KB","KB","Nana-Grébizi","AF","CF","https://en.wikipedia.org/wiki/Nana-Gr%C3%A9bizi",
303330,"CF-KG","KG","Kémo","AF","CF","https://en.wikipedia.org/wiki/K%C3%A9mo",
303331,"CF-LB","LB","Lobaye","AF","CF","https://en.wikipedia.org/wiki/Lobaye",
303332,"CF-MB","MB","Mbomou","AF","CF","https://en.wikipedia.org/wiki/Mbomou",
303333,"CF-MP","MP","Ombella-M'Poko","AF","CF","https://en.wikipedia.org/wiki/Ombella-M%27Poko",
303334,"CF-NM","NM","Nana-Mambéré","AF","CF","https://en.wikipedia.org/wiki/Nana-Mamb%C3%A9r%C3%A9",
303335,"CF-OP","OP","Ouham-Pendé","AF","CF","https://en.wikipedia.org/wiki/Ouham-Pend%C3%A9",
303336,"CF-SE","SE","Sangha-Mbaéré","AF","CF","https://en.wikipedia.org/wiki/Sangha-Mba%C3%A9r%C3%A9",
303337,"CF-U-A","U-A","(unassigned)","AF","CF",,
303338,"CF-UK","UK","Ouaka","AF","CF","https://en.wikipedia.org/wiki/Ouaka",
303339,"CF-VR","VR","Vakaga","AF","CF","https://en.wikipedia.org/wiki/Vakaga",
303340,"CG-11",11,"Bouenza Department","AF","CG","https://en.wikipedia.org/wiki/Bouenza_Department",
303341,"CG-12",12,"Pool Department","AF","CG","https://en.wikipedia.org/wiki/Pool_Department",
303342,"CG-13",13,"Sangha Department","AF","CG","https://en.wikipedia.org/wiki/Sangha_Department",
303343,"CG-14",14,"Plateaux Department","AF","CG","https://en.wikipedia.org/wiki/Plateaux_Department_(Republic_of_the_Congo)",
303344,"CG-15",15,"Cuvette-Ouest Department","AF","CG","https://en.wikipedia.org/wiki/Cuvette-Ouest_Department",
303345,"CG-2",2,"Lékoumou Department","AF","CG","https://en.wikipedia.org/wiki/Lékoumou_Department",
303346,"CG-5",5,"Kouilou Department","AF","CG","https://en.wikipedia.org/wiki/Kouilou_Department",
303347,"CG-7",7,"Likouala Department","AF","CG","https://en.wikipedia.org/wiki/Likouala_Department",
303348,"CG-8",8,"Cuvette Department","AF","CG","https://en.wikipedia.org/wiki/Cuvette_Department",
303349,"CG-9",9,"Niari Department","AF","CG","https://en.wikipedia.org/wiki/Niari_Department",
303350,"CG-BZV","BZV","Brazzaville Department","AF","CG","https://en.wikipedia.org/wiki/Brazzaville_Department",
303351,"CG-U-A","U-A","(unassigned)","AF","CG",,
303352,"CH-AG","AG","Canton of Aargau","EU","CH","https://en.wikipedia.org/wiki/Aargau",
303353,"CH-AI","AI","Canton of Appenzell Innerrhoden","EU","CH","https://en.wikipedia.org/wiki/Appenzell_Innerrhoden",
303354,"CH-AR","AR","Canton of Appenzell Ausserrhoden","EU","CH","https://en.wikipedia.org/wiki/Appenzell_Ausserrhoden",
303355,"CH-BE","BE","Canton of Berne","EU","CH","https://en.wikipedia.org/wiki/Berne","Bern"
303356,"CH-BL","BL","Canton of Basel-Country","EU","CH","https://en.wikipedia.org/wiki/Basel-Country","Basel-Landschaft"
303357,"CH-BS","BS","Canton of Basel-City","EU","CH","https://en.wikipedia.org/wiki/Basel-City","Basel-Stadt"
303358,"CH-FR","FR","Canton of Fribourg","EU","CH","https://en.wikipedia.org/wiki/Fribourg",
303359,"CH-GE","GE","Canton of Geneva","EU","CH","https://en.wikipedia.org/wiki/Geneva","Genève"
303360,"CH-GL","GL","Canton of Glarus","EU","CH","https://en.wikipedia.org/wiki/Glarus",
303361,"CH-GR","GR","Canton of Grisons","EU","CH","https://en.wikipedia.org/wiki/Grisons","Graubünden"
303362,"CH-JU","JU","Canton of Jura","EU","CH","https://en.wikipedia.org/wiki/Jura",
303363,"CH-LU","LU","Canton of Lucerne","EU","CH","https://en.wikipedia.org/wiki/Lucerne","Luzern"
303364,"CH-NE","NE","Canton of Neuchâtel","EU","CH","https://en.wikipedia.org/wiki/Neuchâtel",
303365,"CH-NW","NW","Canton of Nidwalden","EU","CH","https://en.wikipedia.org/wiki/Nidwalden",
303366,"CH-OW","OW","Canton of Obwalden","EU","CH","https://en.wikipedia.org/wiki/Obwalden",
303367,"CH-SG","SG","Canton of St. Gallen","EU","CH","https://en.wikipedia.org/wiki/St._Gallen","Sankt Gallen"
303368,"CH-SH","SH","Canton of Schaffhausen","EU","CH","https://en.wikipedia.org/wiki/Schaffhausen",
303369,"CH-SO","SO","Canton of Solothurn","EU","CH","https://en.wikipedia.org/wiki/Solothurn",
303370,"CH-SZ","SZ","Canton of Schwyz","EU","CH","https://en.wikipedia.org/wiki/Schwyz",
303371,"CH-TG","TG","Canton of Thurgau","EU","CH","https://en.wikipedia.org/wiki/Thurgau",
303372,"CH-TI","TI","Canton of Ticino","EU","CH","https://en.wikipedia.org/wiki/Ticino",
303373,"CH-U-A","U-A","(unassigned)","EU","CH",,
303374,"CH-UR","UR","Canton of Uri","EU","CH","https://en.wikipedia.org/wiki/Uri",
303375,"CH-VD","VD","Canton of Vaud","EU","CH","https://en.wikipedia.org/wiki/Vaud",
303376,"CH-VS","VS","Canton of Valais","EU","CH","https://en.wikipedia.org/wiki/Valais",
303377,"CH-ZG","ZG","Canton of Zug","EU","CH","https://en.wikipedia.org/wiki/Zug",
303378,"CH-ZH","ZH","Canton of Zurich","EU","CH","https://en.wikipedia.org/wiki/Zurich",
303379,"CI-01",01,"Lagunes","AF","CI","https://en.wikipedia.org/wiki/Lagunes",
303380,"CI-02",02,"Haut-Sassandra","AF","CI","https://en.wikipedia.org/wiki/Haut-Sassandra",
303381,"CI-03",03,"Savanes","AF","CI","https://en.wikipedia.org/wiki/Savanes",
303382,"CI-04",04,"Vallée du Bandama","AF","CI","https://en.wikipedia.org/wiki/Vallée_du_Bandama",
303383,"CI-05",05,"Moyen-Comoé","AF","CI","https://en.wikipedia.org/wiki/Moyen-Comoé",
303384,"CI-06",06,"Dix-Huit Montagnes","AF","CI","https://en.wikipedia.org/wiki/Dix-Huit_Montagnes","18 Montagnes"
303385,"CI-07",07,"Lacs","AF","CI","https://en.wikipedia.org/wiki/Lacs",
303386,"CI-08",08,"Zanzan","AF","CI","https://en.wikipedia.org/wiki/Zanzan",
303387,"CI-09",09,"Bas-Sassandra","AF","CI","https://en.wikipedia.org/wiki/Bas-Sassandra",
303388,"CI-10",10,"Denguélé","AF","CI","https://en.wikipedia.org/wiki/Denguélé",
303389,"CI-11",11,"N'zi-Comoé","AF","CI","https://en.wikipedia.org/wiki/N'zi-Comoé",
303390,"CI-12",12,"Marahoué","AF","CI","https://en.wikipedia.org/wiki/Marahoué",
303391,"CI-13",13,"Sud-Comoé","AF","CI","https://en.wikipedia.org/wiki/Sud-Comoé",
303392,"CI-14",14,"Worodouqou","AF","CI","https://en.wikipedia.org/wiki/Worodouqou",
303393,"CI-15",15,"Sud-Bandama","AF","CI","https://en.wikipedia.org/wiki/Sud-Bandama",
303394,"CI-16",16,"Agnéby","AF","CI","https://en.wikipedia.org/wiki/Agnéby","Agnébi"
306391,"CI-17",17,"Bafing","AF","CI","https://en.wikipedia.org/wiki/Bafing",
306390,"CI-18",18,"Fromager","AF","CI","https://en.wikipedia.org/wiki/Fromager",
306389,"CI-19",19,"Moyen-Cavally","AF","CI","https://en.wikipedia.org/wiki/Moyen-Cavally",
303395,"CI-U-A","U-A","(unassigned)","AF","CI",,
303396,"CK-U-A","U-A","(unassigned)","OC","CK",,
303397,"CL-AI","AI","Aysén Region","SA","CL","https://en.wikipedia.org/wiki/Ays%C3%A9n_Region","XI Aysén del General Carlos Ibáñez del Campo Region"
303398,"CL-AN","AN","Antofagasta Region","SA","CL","https://en.wikipedia.org/wiki/Antofagasta_Region",
306387,"CL-AP","AP","Arica and Parinacota Region","SA","CL","https://en.wikipedia.org/wiki/Arica_and_Parinacota_Region",
303399,"CL-AR","AR","Araucanía Region","SA","CL","https://en.wikipedia.org/wiki/Araucanía_Region",
303400,"CL-AT","AT","Atacama Region","SA","CL","https://en.wikipedia.org/wiki/Atacama_Region",
303401,"CL-BI","BI","Bío-Bío Region","SA","CL","https://en.wikipedia.org/wiki/Bío-Bío_Region",
303402,"CL-CO","CO","Coquimbo Region","SA","CL","https://en.wikipedia.org/wiki/Coquimbo_Region",
303403,"CL-LI","LI","O'Higgins Region","SA","CL","https://en.wikipedia.org/wiki/O'Higgins_Region","VI Libertador General Bernardo O'Higgins Region"
303404,"CL-LL","LL","Los Lagos Region","SA","CL","https://en.wikipedia.org/wiki/Los_Lagos_Region",
306388,"CL-LR","LR","Los Ríos Region","SA","CL","https://en.wikipedia.org/wiki/Los_Ríos_Region",
303405,"CL-MA","MA","Magallanes Region","SA","CL","https://en.wikipedia.org/wiki/Magallanes_Region",
303406,"CL-ML","ML","Maule Region","SA","CL","https://en.wikipedia.org/wiki/Maule_Region",
303407,"CL-RM","RM","Santiago Metropolitan Region","SA","CL","https://en.wikipedia.org/wiki/Santiago_Metropolitan_Region",
303408,"CL-TA","TA","Tarapacá Region","SA","CL","https://en.wikipedia.org/wiki/Tarapacá_Region",
303409,"CL-U-A","U-A","(unassigned)","SA","CL",,
303410,"CL-VS","VS","Valparaíso Region","SA","CL","https://en.wikipedia.org/wiki/Valparaíso_Region",
303411,"CM-AD","AD","Adamaoua Region","AF","CM","https://en.wikipedia.org/wiki/Adamawa_Province",
303412,"CM-CE","CE","Centre Region","AF","CM","https://en.wikipedia.org/wiki/Centre_Province",
303413,"CM-EN","EN","Far North Region","AF","CM","https://en.wikipedia.org/wiki/Far_North_Province",
303414,"CM-ES","ES","East Region","AF","CM","https://en.wikipedia.org/wiki/East_Province_%28Cameroon%29",
303415,"CM-LT","LT","Littoral Region","AF","CM","https://en.wikipedia.org/wiki/Littoral_Province_(Cameroon)",
303416,"CM-NO","NO","North Region","AF","CM","https://en.wikipedia.org/wiki/North_Province_%28Cameroon%29",
303417,"CM-NW","NW","North-West Region","AF","CM","https://en.wikipedia.org/wiki/Northwest_Province",
303418,"CM-OU","OU","West Region","AF","CM","https://en.wikipedia.org/wiki/West_Province_%28Cameroon%29",
303419,"CM-SU","SU","South Region","AF","CM","https://en.wikipedia.org/wiki/South_Province_%28Cameroon%29",
303420,"CM-SW","SW","South-West Region","AF","CM","https://en.wikipedia.org/wiki/Southwest_Province",
303421,"CM-U-A","U-A","(unassigned)","AF","CM",,
303422,"CN-11",11,"Beijing Municipality","AS","CN","https://en.wikipedia.org/wiki/Beijing",
303423,"CN-12",12,"Tianjin Municipality","AS","CN","https://en.wikipedia.org/wiki/Tianjin",
303424,"CN-13",13,"Hebei Province","AS","CN","https://en.wikipedia.org/wiki/Hebei",
303425,"CN-14",14,"Shanxi Province","AS","CN","https://en.wikipedia.org/wiki/Shanxi",
303426,"CN-15",15,"Inner Mongolia Autonomous Region","AS","CN","https://en.wikipedia.org/wiki/Inner_Mongolia",
303427,"CN-21",21,"Liaoning Province","AS","CN","https://en.wikipedia.org/wiki/Liaoning",
303428,"CN-22",22,"Jilin Province","AS","CN","https://en.wikipedia.org/wiki/Jilin",
303429,"CN-23",23,"Heilongjiang Province","AS","CN","https://en.wikipedia.org/wiki/Heilongjiang",
303430,"CN-31",31,"Shanghai Municipality","AS","CN","https://en.wikipedia.org/wiki/Shanghai",
303431,"CN-32",32,"Jiangsu Province","AS","CN","https://en.wikipedia.org/wiki/Jiangsu",
303432,"CN-33",33,"Zhejiang Province","AS","CN","https://en.wikipedia.org/wiki/Zhejiang",
303433,"CN-34",34,"Anhui Province","AS","CN","https://en.wikipedia.org/wiki/Anhui",
303434,"CN-35",35,"Fujian Province","AS","CN","https://en.wikipedia.org/wiki/Fujian",
303435,"CN-36",36,"Jiangxi Province","AS","CN","https://en.wikipedia.org/wiki/Jiangxi",
303436,"CN-37",37,"Shandong Province","AS","CN","https://en.wikipedia.org/wiki/Shandong",
303437,"CN-41",41,"Henan Province","AS","CN","https://en.wikipedia.org/wiki/Henan",
303438,"CN-42",42,"Hubei Province","AS","CN","https://en.wikipedia.org/wiki/Hubei",
303439,"CN-43",43,"Hunan Province","AS","CN","https://en.wikipedia.org/wiki/Hunan",
303440,"CN-44",44,"Guangdong Province","AS","CN","https://en.wikipedia.org/wiki/Guangdong","Canton Province, Kwangtung Province"
303441,"CN-45",45,"Guangxi Autonomous Region","AS","CN","https://en.wikipedia.org/wiki/Guangxi",
303442,"CN-46",46,"Hainan Province","AS","CN","https://en.wikipedia.org/wiki/Hainan",
303443,"CN-50",50,"Chongqing Municipality","AS","CN","https://en.wikipedia.org/wiki/Chongqing",
303444,"CN-51",51,"Sichuan Province","AS","CN","https://en.wikipedia.org/wiki/Sichuan",
303445,"CN-52",52,"Guizhou Province","AS","CN","https://en.wikipedia.org/wiki/Guizhou",
303446,"CN-53",53,"Yunnan Province","AS","CN","https://en.wikipedia.org/wiki/Yunnan",
303447,"CN-54",54,"Tibet Autonomous Region","AS","CN","https://en.wikipedia.org/wiki/Tibet","Xizang"
303448,"CN-61",61,"Shaanxi Province","AS","CN","https://en.wikipedia.org/wiki/Shaanxi",
303449,"CN-62",62,"Gansu Province","AS","CN","https://en.wikipedia.org/wiki/Gansu",
303450,"CN-63",63,"Qinghai Province","AS","CN","https://en.wikipedia.org/wiki/Qinghai",
303451,"CN-64",64,"Ningxia Autonomous Region","AS","CN","https://en.wikipedia.org/wiki/Ningxia",
303452,"CN-65",65,"Xinjiang Autonomous Region","AS","CN","https://en.wikipedia.org/wiki/Xinjiang",
303453,"CN-71",71,"Taiwan (disputed)","AS","CN","https://en.wikipedia.org/wiki/Taiwan",
303454,"CN-91",91,"Hong Kong Special Administrative Region","AS","CN","https://en.wikipedia.org/wiki/Hong_Kong",
303455,"CN-92",92,"Macau Special Administrative Region","AS","CN","https://en.wikipedia.org/wiki/Macau",
303456,"CN-U-A","U-A","(unassigned)","AS","CN",,
303457,"CO-AMA","AMA","Amazonas Department","SA","CO","https://en.wikipedia.org/wiki/Amazonas_Department",
303458,"CO-ANT","ANT","Antioquía Department","SA","CO","https://en.wikipedia.org/wiki/Antioquía_Department",
303459,"CO-ARA","ARA","Arauca Department","SA","CO","https://en.wikipedia.org/wiki/Arauca_Department",
303460,"CO-ATL","ATL","Atlántico Department","SA","CO","https://en.wikipedia.org/wiki/Atlántico_Department",
303461,"CO-BOL","BOL","Bolívar Department","SA","CO","https://en.wikipedia.org/wiki/Bolívar_Department",
303462,"CO-BOY","BOY","Boyacá Department","SA","CO","https://en.wikipedia.org/wiki/Boyacá_Department",
303463,"CO-CAL","CAL","Caldas Department","SA","CO","https://en.wikipedia.org/wiki/Caldas_Department",
303464,"CO-CAQ","CAQ","Caquetá Department","SA","CO","https://en.wikipedia.org/wiki/Caquetá_Department",
303465,"CO-CAS","CAS","Casanare Department","SA","CO","https://en.wikipedia.org/wiki/Casanare_Department",
303466,"CO-CAU","CAU","Cauca Department","SA","CO","https://en.wikipedia.org/wiki/Cauca_Department",
303467,"CO-CES","CES","César Department","SA","CO","https://en.wikipedia.org/wiki/César_Department",
303468,"CO-CHO","CHO","Chocó Department","SA","CO","https://en.wikipedia.org/wiki/Chocó_Department",
303469,"CO-COR","COR","Córdoba Department","SA","CO","https://en.wikipedia.org/wiki/Córdoba_Department",
303470,"CO-CUN","CUN","Cundinamarca Department","SA","CO","https://en.wikipedia.org/wiki/Cundinamarca_Department",
303471,"CO-DC","DC","Distrito Capital de Bogotá Department","SA","CO","https://en.wikipedia.org/wiki/Distrito_Capital_de_Bogotá_Department",
303472,"CO-GUA","GUA","Guainía Department","SA","CO","https://en.wikipedia.org/wiki/Guainía_Department",
303473,"CO-GUV","GUV","Guaviare Department","SA","CO","https://en.wikipedia.org/wiki/Guaviare_Department",
303474,"CO-HUI","HUI","Huila Department","SA","CO","https://en.wikipedia.org/wiki/Huila_Department",
303475,"CO-LAG","LAG","La Guajira Department","SA","CO","https://en.wikipedia.org/wiki/La_Guajira_Department",
303476,"CO-MAG","MAG","Magdalena Department","SA","CO","https://en.wikipedia.org/wiki/Magdalena_Department",
303477,"CO-MET","MET","Meta Department","SA","CO","https://en.wikipedia.org/wiki/Meta_Department",
303478,"CO-NAR","NAR","Nariño Department","SA","CO","https://en.wikipedia.org/wiki/Nariño_Department",
303479,"CO-NSA","NSA","Norte de Santander Department","SA","CO","https://en.wikipedia.org/wiki/Norte_de_Santander_Department",
303480,"CO-PUT","PUT","Putumayo Department","SA","CO","https://en.wikipedia.org/wiki/Putumayo_Department",
303481,"CO-QUI","QUI","Quindio Department","SA","CO","https://en.wikipedia.org/wiki/Quindio_Department",
303482,"CO-RIS","RIS","Risaralda Department","SA","CO","https://en.wikipedia.org/wiki/Risaralda_Department",
303483,"CO-SAN","SAN","Santander Department","SA","CO","https://en.wikipedia.org/wiki/Santander_Department",
303484,"CO-SAP","SAP","San Andrés, Providencia y Santa Catalina Department","SA","CO","https://en.wikipedia.org/wiki/San_Andrés,_Providencia_y_Santa_Catalina_Department",
303485,"CO-SUC","SUC","Sucre Department","SA","CO","https://en.wikipedia.org/wiki/Sucre_Department",
303486,"CO-TOL","TOL","Tolima Department","SA","CO","https://en.wikipedia.org/wiki/Tolima_Department",
303487,"CO-U-A","U-A","(unassigned)","SA","CO",,
303488,"CO-VAC","VAC","Valle del Cauca Department","SA","CO","https://en.wikipedia.org/wiki/Valle_del_Cauca_Department",
303489,"CO-VAU","VAU","Vaupés Department","SA","CO","https://en.wikipedia.org/wiki/Vaupés_Department",
303490,"CO-VID","VID","Vichada Department","SA","CO","https://en.wikipedia.org/wiki/Vichada_Department",
303491,"CR-A","A","Alajuela","NA","CR","https://en.wikipedia.org/wiki/Alajuela",
303492,"CR-C","C","Cartago","NA","CR","https://en.wikipedia.org/wiki/Cartago",
303493,"CR-G","G","Guanacaste","NA","CR","https://en.wikipedia.org/wiki/Guanacaste",
303494,"CR-H","H","Heredia","NA","CR","https://en.wikipedia.org/wiki/Heredia",
303495,"CR-L","L","Limon","NA","CR","https://en.wikipedia.org/wiki/Limon",
303496,"CR-P","P","Puntarenas","NA","CR","https://en.wikipedia.org/wiki/Puntarenas",
303497,"CR-SJ","SJ","San Jose","NA","CR","https://en.wikipedia.org/wiki/San_Jose",
303498,"CR-U-A","U-A","(unassigned)","NA","CR",,
303499,"CU-01",01,"Pinar del Río Province","NA","CU","https://en.wikipedia.org/wiki/Pinar_del_R%C3%ADo_Province",
303501,"CU-03",03,"La Habana Province","NA","CU","https://en.wikipedia.org/wiki/La_Habana_Province","Havana"
303502,"CU-04",04,"Matanzas Province","NA","CU","https://en.wikipedia.org/wiki/Matanzas_Province",
303503,"CU-05",05,"Villa Clara Province","NA","CU","https://en.wikipedia.org/wiki/Villa_Clara_Province",
303504,"CU-06",06,"Cienfuegos Province","NA","CU","https://en.wikipedia.org/wiki/Cienfuegos_Province",
303505,"CU-07",07,"Sancti Spíritus","NA","CU","https://en.wikipedia.org/wiki/Sancti_Sp%C3%ADritus_Province",
303506,"CU-08",08,"Ciego de Ávila Province","NA","CU","https://en.wikipedia.org/wiki/Ciego_de_%C3%81vila_Province",
303507,"CU-09",09,"Camagüey Province","NA","CU","https://en.wikipedia.org/wiki/Camag%C3%BCey_Province",
303508,"CU-10",10,"Las Tunas Province","NA","CU","https://en.wikipedia.org/wiki/Las_Tunas_Province",
303509,"CU-11",11,"Holguín Province","NA","CU","https://en.wikipedia.org/wiki/Holgu%C3%ADn_Province",
303510,"CU-12",12,"Granma Province","NA","CU","https://en.wikipedia.org/wiki/Granma_Province",
303511,"CU-13",13,"Santiago de Cuba Province","NA","CU","https://en.wikipedia.org/wiki/Santiago_de_Cuba_Province",
303512,"CU-14",14,"Guantánamo Province","NA","CU","https://en.wikipedia.org/wiki/Guant%C3%A1namo_Province",
303500,"CU-15",15,"Artemisa Province","NA","CU","https://en.wikipedia.org/wiki/Artemisa_Province",
336473,"CU-16",16,"Mayabeque Province","NA","CU","https://en.wikipedia.org/wiki/Mayabeque_Province",
303513,"CU-99",99,"Isla de la Juventud (special municipality)","NA","CU","https://en.wikipedia.org/wiki/Isla_de_la_Juventud",
303520,"CU-U-A","U-A","(unassigned)","NA","CU",,
303522,"CV-B","B","Barlavento Islands","AF","CV","https://en.wikipedia.org/wiki/Barlavento_Islands","Ilhas de Barlavento"
303521,"CV-S","S","Sotavento Islands","AF","CV","https://en.wikipedia.org/wiki/Sotavento_Islands","Ilhas de Sotavento"
303523,"CV-U-A","U-A","(unassigned)","AF","CV",,
306901,"CW-U-A","U-A","(unassigned)","NA","CW",,
303524,"CX-U-A","U-A","(unassigned)","AS","CX",,
303525,"CY-01",01,"Kyrenia District","AS","CY","https://en.wikipedia.org/wiki/Kyrenia_District",
303526,"CY-02",02,"Nicosia District","AS","CY","https://en.wikipedia.org/wiki/Nicosia_District",
303527,"CY-03",03,"Famagusta District","AS","CY","https://en.wikipedia.org/wiki/Famagusta_District",
303528,"CY-04",04,"Larnarca District","AS","CY","https://en.wikipedia.org/wiki/Larnarca_District",
303529,"CY-05",05,"Limassol District","AS","CY","https://en.wikipedia.org/wiki/Limassol_District","Lemesos"
303530,"CY-06",06,"Paphos District","AS","CY","https://en.wikipedia.org/wiki/Paphos_District",
303531,"CY-U-A","U-A","(unassigned)","AS","CY",,
353671,"CY-XX","XX","Sovereign Base Areas of Akrotiri and Dhekelia","AS","CY","https://en.wikipedia.org/wiki/Akrotiri_and_Dhekelia","SBA"
303532,"CZ-JC","JC","South Bohemian Region","EU","CZ","https://en.wikipedia.org/wiki/South_Bohemian_Region","Jihočeský kraj, South Bohemia"
303533,"CZ-JM","JM","South Moravian Region","EU","CZ","https://en.wikipedia.org/wiki/South_Moravian_Region","Jihomoravský kraj"
303534,"CZ-KA","KA","Carlsbad Region","EU","CZ","https://en.wikipedia.org/wiki/Karlovy_Vary_Region","Karlovarský kraj, Karlovy Vary"
303535,"CZ-KR","KR","Hradec Králové Region","EU","CZ","https://en.wikipedia.org/wiki/Hradec_Králové_Region","Královéhradecký kraj"
303536,"CZ-LI","LI","Liberec Region","EU","CZ","https://en.wikipedia.org/wiki/Liberec_Region","Liberecký kraj"
303537,"CZ-MO","MO","Moravian-Silesian Region","EU","CZ","https://en.wikipedia.org/wiki/Moravian-Silesian_Region","Moravskoslezský kraj"
303538,"CZ-OL","OL","Olomouc Region","EU","CZ","https://en.wikipedia.org/wiki/Olomouc_Region","Olomoucký kraj, Moravia"
303539,"CZ-PA","PA","Pardubice Region","EU","CZ","https://en.wikipedia.org/wiki/Pardubice_Region","Pardubický kraj"
303540,"CZ-PL","PL","Plzeň Region","EU","CZ","https://en.wikipedia.org/wiki/Plzeň_Region","Plzeňský kraj"
303541,"CZ-PR","PR","Prague (capital city)","EU","CZ","https://en.wikipedia.org/wiki/Prague","Praha, hlavní město"
303542,"CZ-ST","ST","Central Bohemian Region","EU","CZ","https://en.wikipedia.org/wiki/Central_Bohemian_Region","Středočeský kraj"
303543,"CZ-U-A","U-A","(unassigned)","EU","CZ",,
303544,"CZ-US","US","Ústí nad Labem Region","EU","CZ","https://en.wikipedia.org/wiki/Ústí_nad_Labem_Region","Ústecký kraj, North Bohemia"
303545,"CZ-VY","VY","Vysočina Region","EU","CZ","https://en.wikipedia.org/wiki/Vysočina_Region","Kraj Vysočina"
303546,"CZ-ZL","ZL","Zlín Region","EU","CZ","https://en.wikipedia.org/wiki/Zlín_Region","Zlínský kraj"
303548,"DE-BE","BE","Berlin","EU","DE","https://en.wikipedia.org/wiki/Berlin",
303547,"DE-BR","BR","Brandenburg","EU","DE","https://en.wikipedia.org/wiki/Brandenburg",
303549,"DE-BW","BW","Baden-Württemberg","EU","DE","https://en.wikipedia.org/wiki/Baden-Württemberg","Baden-Wuerttemberg"
303550,"DE-BY","BY","Bavaria","EU","DE","https://en.wikipedia.org/wiki/Bavaria","Bayern"
303551,"DE-HB","HB","Bremen","EU","DE","https://en.wikipedia.org/wiki/Bremen",
303552,"DE-HE","HE","Hesse","EU","DE","https://en.wikipedia.org/wiki/Hesse","Hessen"
303553,"DE-HH","HH","Hamburg","EU","DE","https://en.wikipedia.org/wiki/Hamburg",
303554,"DE-MV","MV","Mecklenburg-Vorpommern","EU","DE","https://en.wikipedia.org/wiki/Mecklenburg-Vorpommern",
303555,"DE-NI","NI","Lower Saxony","EU","DE","https://en.wikipedia.org/wiki/Lower_Saxony","Niedersachsen"
303556,"DE-NW","NW","North Rhine-Westphalia","EU","DE","https://en.wikipedia.org/wiki/North_Rhine-Westphalia","Nordrhein-Westfalen"
303557,"DE-RP","RP","Rhineland-Palatinate","EU","DE","https://en.wikipedia.org/wiki/Rhineland-Palatinate","Rheinland-Pfalz"
303558,"DE-SH","SH","Schleswig-Holstein","EU","DE","https://en.wikipedia.org/wiki/Schleswig-Holstein",
303559,"DE-SL","SL","Saarland","EU","DE","https://en.wikipedia.org/wiki/Saarland",
